Uroviricota	Hofneiviricota	Phixviricota	Lenarviricota	Preplasmiviricota	Produgelaviricota	Dividoviricota
PHROG_10453						
PHROG_10455						
PHROG_10456						
PHROG_10457						
PHROG_10459						
PHROG_10460						
PHROG_10461						
PHROG_10462						
PHROG_10464						
PHROG_10465						
PHROG_10466						
PHROG_10467						
PHROG_10468						
PHROG_10469						
PHROG_10470						
PHROG_10471						
PHROG_10472						
PHROG_10474						
PHROG_10475						
PHROG_10476						
PHROG_10477						
PHROG_10478						
PHROG_10479						
PHROG_10480						
PHROG_10481						
PHROG_10483						
PHROG_10484						
PHROG_10486						
PHROG_10487						
PHROG_10488						
PHROG_10489						
PHROG_10491						
PHROG_10492						
PHROG_10494						
PHROG_10495						
PHROG_10497						
PHROG_10498						
PHROG_10499						
PHROG_10500						
PHROG_10501						
PHROG_10502						
PHROG_10503						
PHROG_10504						
PHROG_10505						
PHROG_10508						
PHROG_10509						
PHROG_10510						
PHROG_10511						
PHROG_10512						
PHROG_10513						
PHROG_10514						
PHROG_10515						
PHROG_10516						
PHROG_10518						
PHROG_10519						
PHROG_10520						
PHROG_10521						
PHROG_10522						
PHROG_10523						
PHROG_10524						
PHROG_10525						
PHROG_10526						
PHROG_10528						
PHROG_10529						
PHROG_10530						
PHROG_10535						
PHROG_10537						
PHROG_10538						
PHROG_10541						
PHROG_10543						
PHROG_10545						
PHROG_10547						
PHROG_10550						
PHROG_10551						
PHROG_10552						
PHROG_10553						
PHROG_10555						
PHROG_10556						
PHROG_10558						
PHROG_10559						
PHROG_10560						
PHROG_10561						
PHROG_10563						
PHROG_10564						
PHROG_10565						
PHROG_10566						
PHROG_10567						
PHROG_10568						
PHROG_10569						
PHROG_10570						
PHROG_10571						
PHROG_10572						
PHROG_10573						
PHROG_10574						
PHROG_10575						
PHROG_10577						
PHROG_10580						
PHROG_10581						
PHROG_10582						
PHROG_10583						
PHROG_10584						
PHROG_10585						
PHROG_10586						
PHROG_10587						
PHROG_10588						
PHROG_10589						
PHROG_10590						
PHROG_10591						
PHROG_10592						
PHROG_10594						
PHROG_10595						
PHROG_10596						
PHROG_10597						
PHROG_10599						
PHROG_10600						
PHROG_10601						
PHROG_10602						
PHROG_10603						
PHROG_10605						
PHROG_10606						
PHROG_10607						
PHROG_10608						
PHROG_10609						
PHROG_10610						
PHROG_10611						
PHROG_10612						
PHROG_10613						
PHROG_10614						
PHROG_10615						
PHROG_10616						
PHROG_10617						
PHROG_10618						
PHROG_10619						
PHROG_10620						
PHROG_10621						
PHROG_10622						
PHROG_10623						
PHROG_10626						
PHROG_10627						
PHROG_10628						
PHROG_10630						
PHROG_10631						
PHROG_10633						
PHROG_10634						
PHROG_10635						
PHROG_10637						
PHROG_10638						
PHROG_10639						
PHROG_10640						
PHROG_10641						
PHROG_10642						
PHROG_10643						
PHROG_10644						
PHROG_10645						
PHROG_10646						
PHROG_10647						
PHROG_10648						
PHROG_10650						
PHROG_10651						
PHROG_10653						
PHROG_10655						
PHROG_10656						
PHROG_10657						
PHROG_10658						
PHROG_10659						
PHROG_10660						
PHROG_10661						
PHROG_10662						
PHROG_10663						
PHROG_10664						
PHROG_10665						
PHROG_10666						
PHROG_10668						
PHROG_10669						
PHROG_10671						
PHROG_10672						
PHROG_10673						
PHROG_10675						
PHROG_10677						
PHROG_10678						
PHROG_10679						
PHROG_10680						
PHROG_10681						
PHROG_10682						
PHROG_10683						
PHROG_10684						
PHROG_10685						
PHROG_10686						
PHROG_10687						
PHROG_10688						
PHROG_10689						
PHROG_10690						
PHROG_10691						
PHROG_10692						
PHROG_10693						
PHROG_10694						
PHROG_10696						
PHROG_10697						
PHROG_10698						
PHROG_10699						
PHROG_10700						
PHROG_10702						
PHROG_10704						
PHROG_10707						
PHROG_10709						
PHROG_10710						
PHROG_10712						
PHROG_10714						
PHROG_10715						
PHROG_10718						
PHROG_10719						
PHROG_10720						
PHROG_10722						
PHROG_10723						
PHROG_10726						
PHROG_10728						
PHROG_10729						
PHROG_10730						
PHROG_10732						
PHROG_10733						
PHROG_10734						
PHROG_10735						
PHROG_10737						
PHROG_10738						
PHROG_10739						
PHROG_10741						
PHROG_10742						
PHROG_10743						
PHROG_10744						
PHROG_10745						
PHROG_10746						
PHROG_10749						
PHROG_10750						
PHROG_10751						
PHROG_10752						
PHROG_10753						
PHROG_10754						
PHROG_10755						
PHROG_10756						
PHROG_10757						
PHROG_10758						
PHROG_10759						
PHROG_10760						
PHROG_10761						
PHROG_10762						
PHROG_10763						
PHROG_10764						
PHROG_10765						
PHROG_10766						
PHROG_10767						
PHROG_10768						
PHROG_10769						
PHROG_10771						
PHROG_10772						
PHROG_10773						
PHROG_10774						
PHROG_10775						
PHROG_10779						
PHROG_10780						
PHROG_10781						
PHROG_10784						
PHROG_10786						
PHROG_10787						
PHROG_10788						
PHROG_10789						
PHROG_10790						
PHROG_10792						
PHROG_10793						
PHROG_10794						
PHROG_10795						
PHROG_10796						
PHROG_10798						
PHROG_10799						
PHROG_10800						
PHROG_10801						
PHROG_10802						
PHROG_10803						
PHROG_10804						
PHROG_10805						
PHROG_10806						
PHROG_10807						
PHROG_10808						
PHROG_10809						
PHROG_10810						
PHROG_10811						
PHROG_10812						
PHROG_10814						
PHROG_10815						
PHROG_10816						
PHROG_10817						
PHROG_10818						
PHROG_10819						
PHROG_10820						
PHROG_10822						
PHROG_10823						
PHROG_10825						
PHROG_10828						
PHROG_10829						
PHROG_10830						
PHROG_10831						
PHROG_10832						
PHROG_10833						
PHROG_10834						
PHROG_10835						
PHROG_10836						
PHROG_10838						
PHROG_10839						
PHROG_10840						
PHROG_10841						
PHROG_10843						
PHROG_10844						
PHROG_10847						
PHROG_10848						
PHROG_10849						
PHROG_10850						
PHROG_10851						
PHROG_10853						
PHROG_10854						
PHROG_10855						
PHROG_10856						
PHROG_10857						
PHROG_10858						
PHROG_10859						
PHROG_10860						
PHROG_10861						
PHROG_10863						
PHROG_10864						
PHROG_10865						
PHROG_10866						
PHROG_10868						
PHROG_10869						
PHROG_10873						
PHROG_10874						
PHROG_10875						
PHROG_10876						
PHROG_10877						
PHROG_10878						
PHROG_10879						
PHROG_10880						
PHROG_10881						
PHROG_10882						
PHROG_10884						
PHROG_10885						
PHROG_10886						
PHROG_10887						
PHROG_10888						
PHROG_10890						
PHROG_10891						
PHROG_10892						
PHROG_10893						
PHROG_10894						
PHROG_10895						
PHROG_10896						
PHROG_10898						
PHROG_10899						
PHROG_10900						
PHROG_10901						
PHROG_10902						
PHROG_10903						
PHROG_10904						
PHROG_10905						
PHROG_10906						
PHROG_10907						
PHROG_10908						
PHROG_10909						
PHROG_10910						
PHROG_10911						
PHROG_10914						
PHROG_10915						
PHROG_10916						
PHROG_10918						
PHROG_10919						
PHROG_10920						
PHROG_10921						
PHROG_10922						
PHROG_10923						
PHROG_10924						
PHROG_10925						
PHROG_10927						
PHROG_10928						
PHROG_10931						
PHROG_10932						
PHROG_10933						
PHROG_10934						
PHROG_10935						
PHROG_10936						
PHROG_10937						
PHROG_10938						
PHROG_10939						
PHROG_10940						
PHROG_10941						
PHROG_10942						
PHROG_10943						
PHROG_10944						
PHROG_10945						
PHROG_10946						
PHROG_10947						
PHROG_10948						
PHROG_10949						
PHROG_10952						
PHROG_10953						
PHROG_10954						
PHROG_10955						
PHROG_10956						
PHROG_10957						
PHROG_10958						
PHROG_10959						
PHROG_10960						
PHROG_10961						
PHROG_10962						
PHROG_10963						
PHROG_10964						
PHROG_10965						
PHROG_10966						
PHROG_10968						
PHROG_10969						
PHROG_10970						
PHROG_10971						
PHROG_10972						
PHROG_10974						
PHROG_10975						
PHROG_10976						
PHROG_10977						
PHROG_10978						
PHROG_10979						
PHROG_10980						
PHROG_10981						
PHROG_10982						
PHROG_10983						
PHROG_10984						
PHROG_10985						
PHROG_10987						
PHROG_10988						
PHROG_10989						
PHROG_10991						
PHROG_10992						
PHROG_10993						
PHROG_10994						
PHROG_10995						
PHROG_10996						
PHROG_10997						
PHROG_10998						
PHROG_10999						
PHROG_11000						
PHROG_11001						
PHROG_11002						
PHROG_11003						
PHROG_11004						
PHROG_11006						
PHROG_11008						
PHROG_11009						
PHROG_11010						
PHROG_11011						
PHROG_11012						
PHROG_11013						
PHROG_11014						
PHROG_11015						
PHROG_11016						
PHROG_11017						
PHROG_11018						
PHROG_11019						
PHROG_11021						
PHROG_11022						
PHROG_11023						
PHROG_11024						
PHROG_11025						
PHROG_11026						
PHROG_11027						
PHROG_11029						
PHROG_11030						
PHROG_11031						
PHROG_11033						
PHROG_11034						
PHROG_11035						
PHROG_11036						
PHROG_11037						
PHROG_11039						
PHROG_11040						
PHROG_11041						
PHROG_11042						
PHROG_11045						
PHROG_11047						
PHROG_11049						
PHROG_11050						
PHROG_11052						
PHROG_11053						
PHROG_11054						
PHROG_11055						
PHROG_11058						
PHROG_11059						
PHROG_11060						
PHROG_11061						
PHROG_11062						
PHROG_11063						
PHROG_11064						
PHROG_11065						
PHROG_11066						
PHROG_11067						
PHROG_11068						
PHROG_11070						
PHROG_11071						
PHROG_11072						
PHROG_11073						
PHROG_11074						
PHROG_11075						
PHROG_11076						
PHROG_11078						
PHROG_11079						
PHROG_11080						
PHROG_11081						
PHROG_11082						
PHROG_11083						
PHROG_11084						
PHROG_11085						
PHROG_11086						
PHROG_11087						
PHROG_11088						
PHROG_11089						
PHROG_11090						
PHROG_11091						
PHROG_11095						
PHROG_11096						
PHROG_11097						
PHROG_11098						
PHROG_11099						
PHROG_11100						
PHROG_11101						
PHROG_11102						
PHROG_11103						
PHROG_11104						
PHROG_11106						
PHROG_11107						
PHROG_11108						
PHROG_11109						
PHROG_11110						
PHROG_11111						
PHROG_11112						
PHROG_11114						
PHROG_11116						
PHROG_11117						
PHROG_11118						
PHROG_11119						
PHROG_11120						
PHROG_11121						
PHROG_11122						
PHROG_11123						
PHROG_11124						
PHROG_11127						
PHROG_11128						
PHROG_11130						
PHROG_11131						
PHROG_11132						
PHROG_11133						
PHROG_11134						
PHROG_11135						
PHROG_11136						
PHROG_11137						
PHROG_11139						
PHROG_11140						
PHROG_11141						
PHROG_11142						
PHROG_11143						
PHROG_11144						
PHROG_11145						
PHROG_11146						
PHROG_11147						
PHROG_11148						
PHROG_11149						
PHROG_11150						
PHROG_11152						
PHROG_11154						
PHROG_11155						
PHROG_11156						
PHROG_11157						
PHROG_11158						
PHROG_11159						
PHROG_11160						
PHROG_11161						
PHROG_11162						
PHROG_11163						
PHROG_11164						
PHROG_11165						
PHROG_11166						
PHROG_11167						
PHROG_11168						
PHROG_11169						
PHROG_11170						
PHROG_11171						
PHROG_11173						
PHROG_11174						
PHROG_11175						
PHROG_11177						
PHROG_11178						
PHROG_11180						
PHROG_11181						
PHROG_11182						
PHROG_11183						
PHROG_11184						
PHROG_11187						
PHROG_11188						
PHROG_11189						
PHROG_11190						
PHROG_11192						
PHROG_11193						
PHROG_11194						
PHROG_11196						
PHROG_11197						
PHROG_11198						
PHROG_11200						
PHROG_11201						
PHROG_11202						
PHROG_11203						
PHROG_11204						
PHROG_11206						
PHROG_11207						
PHROG_11208						
PHROG_11209						
PHROG_11210						
PHROG_11211						
PHROG_11213						
PHROG_11215						
PHROG_11216						
PHROG_11217						
PHROG_11218						
PHROG_11219						
PHROG_11220						
PHROG_11221						
PHROG_11222						
PHROG_11223						
PHROG_11224						
PHROG_11226						
PHROG_11227						
PHROG_11228						
PHROG_11229						
PHROG_11230						
PHROG_11233						
PHROG_11235						
PHROG_11236						
PHROG_11237						
PHROG_11238						
PHROG_11239						
PHROG_11240						
PHROG_11241						
PHROG_11242						
PHROG_11243						
PHROG_11244						
PHROG_11246						
PHROG_11247						
PHROG_11248						
PHROG_11249						
PHROG_11250						
PHROG_11251						
PHROG_11253						
PHROG_11255						
PHROG_11256						
PHROG_11257						
PHROG_11258						
PHROG_11259						
PHROG_11260						
PHROG_11262						
PHROG_11263						
PHROG_11265						
PHROG_11266						
PHROG_11267						
PHROG_11268						
PHROG_11269						
PHROG_11270						
PHROG_11272						
PHROG_11273						
PHROG_11275						
PHROG_11276						
PHROG_11277						
PHROG_11278						
PHROG_11279						
PHROG_11280						
PHROG_11281						
PHROG_11283						
PHROG_11284						
PHROG_11285						
PHROG_11286						
PHROG_11287						
PHROG_11288						
PHROG_11289						
PHROG_11290						
PHROG_11291						
PHROG_11292						
PHROG_11293						
PHROG_11294						
PHROG_11295						
PHROG_11296						
PHROG_11297						
PHROG_11298						
PHROG_11300						
PHROG_11303						
PHROG_11304						
PHROG_11305						
PHROG_11307						
PHROG_11308						
PHROG_11309						
PHROG_11310						
PHROG_11311						
PHROG_11313						
PHROG_11314						
PHROG_11315						
PHROG_11317						
PHROG_11319						
PHROG_11320						
PHROG_11321						
PHROG_11324						
PHROG_11325						
PHROG_11326						
PHROG_11327						
PHROG_11328						
PHROG_11329						
PHROG_11330						
PHROG_11331						
PHROG_11332						
PHROG_11333						
PHROG_11334						
PHROG_11335						
PHROG_11336						
PHROG_11338						
PHROG_11339						
PHROG_11340						
PHROG_11341						
PHROG_11342						
PHROG_11344						
PHROG_11345						
PHROG_11346						
PHROG_11347						
PHROG_11349						
PHROG_11350						
PHROG_11352						
PHROG_11354						
PHROG_11355						
PHROG_11356						
PHROG_11357						
PHROG_11358						
PHROG_11359						
PHROG_11360						
PHROG_11361						
PHROG_11362						
PHROG_11363						
PHROG_11365						
PHROG_11367						
PHROG_11368						
PHROG_11369						
PHROG_11370						
PHROG_11371						
PHROG_11373						
PHROG_11374						
PHROG_11375						
PHROG_11377						
PHROG_11378						
PHROG_11379						
PHROG_11380						
PHROG_11382						
PHROG_11384						
PHROG_11385						
PHROG_11386						
PHROG_11387						
PHROG_11388						
PHROG_11389						
PHROG_11390						
PHROG_11391						
PHROG_11392						
PHROG_11393						
PHROG_11394						
PHROG_11395						
PHROG_11397						
PHROG_11398						
PHROG_11399						
PHROG_11400						
PHROG_11401						
PHROG_11402						
PHROG_11403						
PHROG_11405						
PHROG_11407						
PHROG_11408						
PHROG_11409						
PHROG_11410						
PHROG_11412						
PHROG_11413						
PHROG_11415						
PHROG_11416						
PHROG_11417						
PHROG_11418						
PHROG_11419						
PHROG_11420						
PHROG_11421						
PHROG_11422						
PHROG_11424						
PHROG_11425						
PHROG_11426						
PHROG_11427						
PHROG_11429						
PHROG_11430						
PHROG_11431						
PHROG_11433						
PHROG_11434						
PHROG_11435						
PHROG_11440						
PHROG_11441						
PHROG_11443						
PHROG_11444						
PHROG_11445						
PHROG_11447						
PHROG_11449						
PHROG_11450						
PHROG_11451						
PHROG_11452						
PHROG_11453						
PHROG_11455						
PHROG_11456						
PHROG_11457						
PHROG_11458						
PHROG_11459						
PHROG_11460						
PHROG_11461						
PHROG_11462						
PHROG_11463						
PHROG_11464						
PHROG_11465						
PHROG_11466						
PHROG_11468						
PHROG_11469						
PHROG_11470						
PHROG_11471						
PHROG_11472						
PHROG_11473						
PHROG_11474						
PHROG_11475						
PHROG_11477						
PHROG_11478						
PHROG_11479						
PHROG_11480						
PHROG_11481						
PHROG_11482						
PHROG_11483						
PHROG_11484						
PHROG_11485						
PHROG_11487						
PHROG_11488						
PHROG_11491						
PHROG_11494						
PHROG_11495						
PHROG_11496						
PHROG_11497						
PHROG_11498						
PHROG_11499						
PHROG_11500						
PHROG_11501						
PHROG_11502						
PHROG_11503						
PHROG_11504						
PHROG_11505						
PHROG_11506						
PHROG_11510						
PHROG_11511						
PHROG_11512						
PHROG_11513						
PHROG_11514						
PHROG_11515						
PHROG_11516						
PHROG_11517						
PHROG_11518						
PHROG_11519						
PHROG_11522						
PHROG_11523						
PHROG_11525						
PHROG_11526						
PHROG_11527						
PHROG_11528						
PHROG_11530						
PHROG_11532						
PHROG_11533						
PHROG_11534						
PHROG_11536						
PHROG_11537						
PHROG_11538						
PHROG_11539						
PHROG_11540						
PHROG_11541						
PHROG_11543						
PHROG_11544						
PHROG_11545						
PHROG_11547						
PHROG_11548						
PHROG_11549						
PHROG_11550						
PHROG_11551						
PHROG_11552						
PHROG_11554						
PHROG_11555						
PHROG_11556						
PHROG_11557						
PHROG_11558						
PHROG_11559						
PHROG_11562						
PHROG_11563						
PHROG_11564						
PHROG_11565						
PHROG_11567						
PHROG_11569						
PHROG_11570						
PHROG_11575						
PHROG_11576						
PHROG_11577						
PHROG_11578						
PHROG_11579						
PHROG_11580						
PHROG_11581						
PHROG_11582						
PHROG_11583						
PHROG_11584						
PHROG_11585						
PHROG_11586						
PHROG_11587						
PHROG_11588						
PHROG_11589						
PHROG_11590						
PHROG_11591						
PHROG_11592						
PHROG_11593						
PHROG_11594						
PHROG_11595						
PHROG_11597						
PHROG_11598						
PHROG_11599						
PHROG_11600						
PHROG_11601						
PHROG_11602						
PHROG_11603						
PHROG_11604						
PHROG_11605						
PHROG_11606						
PHROG_11607						
PHROG_11608						
PHROG_11609						
PHROG_11610						
PHROG_11611						
PHROG_11612						
PHROG_11613						
PHROG_11614						
PHROG_11615						
PHROG_11616						
PHROG_11617						
PHROG_11618						
PHROG_11619						
PHROG_11621						
PHROG_11625						
PHROG_11626						
PHROG_11627						
PHROG_11628						
PHROG_11630						
PHROG_11632						
PHROG_11634						
PHROG_11635						
PHROG_11637						
PHROG_11639						
PHROG_11640						
PHROG_11641						
PHROG_11642						
PHROG_11643						
PHROG_11644						
PHROG_11645						
PHROG_11646						
PHROG_11648						
PHROG_11649						
PHROG_11650						
PHROG_11651						
PHROG_11652						
PHROG_11653						
PHROG_11654						
PHROG_11656						
PHROG_11657						
PHROG_11659						
PHROG_11660						
PHROG_11661						
PHROG_11662						
PHROG_11663						
PHROG_11664						
PHROG_11665						
PHROG_11666						
PHROG_11667						
PHROG_11668						
PHROG_11669						
PHROG_11671						
PHROG_11672						
PHROG_11673						
PHROG_11674						
PHROG_11675						
PHROG_11676						
PHROG_11677						
PHROG_11678						
PHROG_11679						
PHROG_11680						
PHROG_11681						
PHROG_11682						
PHROG_11684						
PHROG_11685						
PHROG_11686						
PHROG_11687						
PHROG_11689						
PHROG_11690						
PHROG_11691						
PHROG_11692						
PHROG_11695						
PHROG_11696						
PHROG_11697						
PHROG_11699						
PHROG_11700						
PHROG_11701						
PHROG_11702						
PHROG_11703						
PHROG_11704						
PHROG_11706						
PHROG_11709						
